alpha,w_low,w_moderate,w_high,valid_accuracy,valid_f1_macro,valid_balanced_accuracy,proposed_model,base_algorithm,candidate_feature_set
1.0,1.0,1.1,1.1,0.6487923775758919,0.6377020916982673,0.6477398601066894,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.0,1.35,1.1,0.6413693773543098,0.6376825800824223,0.6408607082214688,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,0.8,1.0,1.0,0.6453947854346702,0.6376497504781221,0.6442946646844309,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.2,1.2,1.0,0.6485338651303642,0.6376378778104573,0.6480025560464813,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.0,1.0,0.9,0.6494201935150307,0.6375943116892854,0.6486865775331673,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.0,1.2,1.2,0.6463549745180589,0.6375857562977051,0.6452842898272994,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.0,1.35,1.35,0.6444345963512815,0.637583986864295,0.6431870400437276,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,0.9,0.9,0.8,0.6492355417682252,0.6375666686021746,0.6485340011256646,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.35,1.35,1.2,0.6492355417682252,0.6375666686021746,0.6485340011256646,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.35,1.35,0.8,0.6458010192776423,0.6375643756511455,0.6458517818333975,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.35,1.35,1.1,0.6482014919861142,0.6375560443751627,0.6477245779758178,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.35,1.35,0.8,0.6459118103257256,0.6375498249521098,0.6459574849715761,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.1,1.1,1.0,0.649530984563114,0.6375404435688514,0.6487717965790482,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.35,1.35,1.0,0.6472782332520866,0.6375293174637452,0.6469807325166387,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.0,1.0,0.8,0.6479429795405864,0.6375174204833813,0.6475104567726323,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.1,1.1,0.9,0.6482014919861142,0.6375125535380646,0.6477148544575665,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.0,1.1,0.9,0.6461703227712534,0.6375120406793545,0.6456809595531711,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.2,1.2,1.1,0.6495679149124751,0.637489796487515,0.6487937205821743,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.2,1.2,0.9,0.6473151636014477,0.6374587408311753,0.6469944023362239,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.1,1.1,0.8,0.6469827904571978,0.637390405762749,0.6467255859590891,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,0.9,1.0,1.0,0.6482014919861142,0.6373689639114839,0.6471428551122557,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.0,1.35,0.8,0.6385257404535047,0.637356743526642,0.6386650354180646,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.1,1.35,1.1,0.6431420341236428,0.6372791275351132,0.6426547893519822,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.2,1.35,0.8,0.6424034271364207,0.6372737246621721,0.642492779417907,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.2,1.2,0.8,0.6461333924218923,0.6372319362479641,0.6460148279321157,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.35,1.35,0.9,0.6461333924218923,0.6372319362479641,0.6460148279321157,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.1,1.2,1.2,0.6485707954797253,0.6372131010653251,0.6475221005710791,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.2,1.2,1.0,0.6483492133835586,0.6371181002003895,0.6477812018199413,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.35,1.35,1.1,0.6480168402393086,0.6370903069457641,0.6474999393945917,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,0.8,1.1,1.1,0.6426619395819484,0.6369766903089059,0.641470075441427,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.1,1.1,0.9,0.6479429795405864,0.6369676191385653,0.6474192932476709,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.2,1.35,1.1,0.6448408301942536,0.6369221375414513,0.6443710771006838,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,0.9,1.2,1.2,0.642846591328754,0.6367365568146023,0.6417164935730207,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.0,1.0,0.8,0.647425954649531,0.6367128204031928,0.6469586607047627,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.1,1.1,1.0,0.6497156363099195,0.636607172299041,0.6488843545747608,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,0.9,1.35,1.2,0.6380087155624492,0.6365980510071266,0.6371599950803386,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.0,1.35,1.35,0.6422926360883374,0.636517937107825,0.6411564086619279,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.0,1.0,0.9,0.6494201935150307,0.6364617732162904,0.6486182960766106,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,0.9,1.35,1.0,0.6355713125046163,0.6364263584952449,0.6353142382113145,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,0.8,1.2,1.1,0.638267228007977,0.6363973676659174,0.6373057059704993,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,0.9,0.9,0.8,0.6491247507201419,0.6363862436723218,0.6483598651643749,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.35,1.35,1.2,0.6491247507201419,0.6363862436723218,0.6483598651643749,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.2,1.2,0.8,0.6454317157840314,0.6363664454817195,0.6453060474526117,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.35,1.35,0.9,0.6454317157840314,0.6363664454817195,0.6453060474526117,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,0.8,1.2,0.9,0.6356082428539774,0.6363507392195297,0.6353181845126482,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.2,1.2,1.1,0.6496048452618362,0.6362758988357076,0.6487435169493345,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,0.8,1.1,1.1,0.6415909594504764,0.6362128127751095,0.6404279227436458,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,0.9,1.1,1.2,0.6473520939508087,0.6361415545673602,0.6458361342849382,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.2,1.1,1.0,0.6501218701528917,0.6360970316375942,0.6493519243217105,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,0.8,1.0,0.8,0.6413324470049486,0.6360170945672782,0.6409012714830141,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,0.8,0.8,0.8,0.650232661200975,0.6359682168245803,0.6491683867293729,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,0.9,0.9,0.9,0.650232661200975,0.6359682168245803,0.6491683867293729,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.0,1.0,1.0,0.650232661200975,0.6359682168245803,0.6491683867293729,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.1,1.1,1.1,0.650232661200975,0.6359682168245803,0.6491683867293729,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.2,1.2,1.2,0.650232661200975,0.6359682168245803,0.6491683867293729,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.35,1.35,1.35,0.650232661200975,0.6359682168245803,0.6491683867293729,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.35,1.2,0.8,0.6468350690597533,0.6359605752821725,0.6467166701282189,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.0,1.2,1.35,0.6480907009380309,0.6359131654753387,0.6464805366570632,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,0.9,1.35,1.2,0.6369008050816161,0.6358936056278083,0.6361054475789724,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,0.8,0.9,1.0,0.6496417756111973,0.635875820130102,0.6481271279158004,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.35,1.35,0.8,0.6443238053031982,0.6358750779885977,0.6443879960234389,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,0.8,1.1,1.1,0.641110864908782,0.6358612679167438,0.6399664180397712,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,0.9,1.1,1.2,0.6461703227712534,0.6357721450851287,0.6447607292601228,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,0.8,1.2,1.0,0.6363099194918383,0.635771592833236,0.6357153364876957,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,0.9,1.35,1.1,0.6358667552995051,0.6357702593790474,0.6353301429919872,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.2,1.1,0.9,0.6478321884925031,0.6357398973081022,0.6473545787361575,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,0.9,1.0,1.1,0.6496787059605584,0.63572131248586,0.6481937149163763,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,0.8,1.2,1.1,0.6371223871777827,0.6357200166668041,0.6362232275813575,XGBoost-RGC,XGBoost,RGC-StrictContext
0.4,1.0,1.35,1.2,0.6405199793190044,0.6357165003111337,0.6397837190348797,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,0.8,0.8,0.8,0.6496787059605584,0.6356912029606492,0.6486474331621523,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,0.9,0.9,0.9,0.6496787059605584,0.6356912029606492,0.6486474331621523,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.0,1.0,1.0,0.6496787059605584,0.6356912029606492,0.6486474331621523,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.1,1.1,1.1,0.6496787059605584,0.6356912029606492,0.6486474331621523,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.2,1.2,1.2,0.6496787059605584,0.6356912029606492,0.6486474331621523,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.35,1.35,1.35,0.6496787059605584,0.6356912029606492,0.6486474331621523,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,0.9,1.0,0.8,0.6437698500627816,0.6356777247364435,0.6433615947624621,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,0.8,1.0,1.1,0.6466134869635867,0.6356777106449533,0.6450457714139821,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.2,1.2,1.0,0.6473890243001699,0.6356596847601979,0.6468171369446069,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.0,1.1,1.2,0.6497894970086417,0.6356468795608005,0.6483427630838484,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.2,1.1,1.0,0.6493832631656695,0.635623702139762,0.648629992895188,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.1,1.2,1.35,0.6506388950439471,0.6356127454796087,0.6490891956020449,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,0.9,1.35,1.0,0.6346480537705886,0.635601487740035,0.6344049633960539,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.35,1.2,1.0,0.6483122830341975,0.6355798846916018,0.6477976516385766,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.1,1.0,0.8,0.647462884998892,0.6355773990980773,0.6470427058452253,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,0.8,1.2,0.9,0.6347219144693109,0.6355666460318483,0.6344520309840886,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.2,1.1,0.8,0.6464657655661422,0.635530212358285,0.6462192731156674,XGBoost-RGC,XGBoost,RGC-StrictContext
0.4,0.8,1.1,0.9,0.6388211832483935,0.635525193291559,0.63834314527119,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,0.9,1.1,1.2,0.6460964620725312,0.6355227800679254,0.6446713318778419,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.0,1.1,1.2,0.6489400989733363,0.6355227287285714,0.6475750685091736,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.2,1.1,0.8,0.64672427801167,0.6355167476153448,0.6464698897264128,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.2,1.1,0.8,0.6463549745180589,0.6354987482804988,0.6461083840091763,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,0.8,1.2,0.9,0.6346480537705886,0.6354891145780511,0.6343596301594828,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,0.8,1.0,1.1,0.6457640889282813,0.6354448808818088,0.6442876489910042,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,0.9,1.2,1.35,0.6451732033385036,0.6354400309211011,0.6434812014400906,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,0.9,1.35,1.0,0.6345003323731443,0.6354338358691499,0.6342451404369229,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.0,0.9,0.8,0.649198611418864,0.6354181443561919,0.648507256592222,XGBoost-RGC,XGBoost,RGC-StrictContext
0.4,0.9,1.2,1.0,0.6398183026811434,0.6353979145583764,0.6392821570123891,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.1,1.0,0.9,0.6494201935150307,0.6353772553457278,0.6486767224010925,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.2,1.1,0.9,0.6476475367456976,0.6353665528711895,0.6471567338649872,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,0.8,1.2,1.0,0.6356451732033385,0.6353390631361674,0.6350495266176769,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,0.8,0.8,0.8,0.649198611418864,0.6353226088530154,0.648168231668847,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,0.9,0.9,0.9,0.649198611418864,0.6353226088530154,0.648168231668847,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.0,1.0,1.0,0.649198611418864,0.6353226088530154,0.648168231668847,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.1,1.1,1.1,0.649198611418864,0.6353226088530154,0.648168231668847,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.2,1.2,1.2,0.649198611418864,0.6353226088530154,0.648168231668847,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.35,1.35,1.35,0.649198611418864,0.6353226088530154,0.648168231668847,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.0,0.9,0.8,0.6493094024669473,0.6353031679693317,0.6485949172557048,XGBoost-RGC,XGBoost,RGC-StrictContext
0.4,1.0,1.35,1.1,0.6391166260432823,0.6353030336675056,0.6386500417187895,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.1,1.0,0.9,0.6491247507201419,0.6352938877758686,0.6483984339941856,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,0.8,1.2,1.0,0.6353497304084497,0.6352714649349454,0.6347887406814903,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.2,1.1,0.9,0.6479060491912253,0.6352519675378766,0.6473879034392298,XGBoost-RGC,XGBoost,RGC-StrictContext
0.4,0.8,1.1,1.0,0.6398183026811434,0.6352305174498198,0.6389964815489204,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,0.9,1.1,1.2,0.6453578550853091,0.6351630300910449,0.6439625596908113,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.35,1.2,0.8,0.6461703227712534,0.6351365181386713,0.6460492606883436,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.1,1.0,0.8,0.6473151636014477,0.635126338016077,0.6468839847147925,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.35,1.2,1.1,0.6498633577073639,0.6351254571495221,0.649071574642149,XGBoost-RGC,XGBoost,RGC-StrictContext
0.4,0.9,1.2,1.1,0.640778491764532,0.6351044216822122,0.6399366463634476,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.0,1.1,1.2,0.6484230740822808,0.6350682918585395,0.6470593144385395,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,0.9,1.35,1.2,0.6359406159982274,0.6350534548734644,0.6351702512146223,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.35,1.2,0.9,0.6470566511559199,0.6350216114291403,0.6467376035855107,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,0.8,1.2,1.1,0.6362729891424773,0.6349841138624633,0.6353952902835476,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,0.8,0.9,1.0,0.6482384223354752,0.6349739031761416,0.6467829907401667,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,0.9,1.0,1.1,0.6483492133835586,0.6349717059036701,0.64693763533412,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,0.8,1.0,1.1,0.6449885515916981,0.6349100748893837,0.6435287545289846,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.1,1.0,0.8,0.647462884998892,0.6349040625907563,0.6470002028636771,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.35,1.2,0.9,0.6465026959155034,0.6348831307522622,0.6462037287390034,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,0.9,1.35,1.1,0.6347957751680331,0.6348606710401473,0.6342951856012046,XGBoost-RGC,XGBoost,RGC-StrictContext
0.4,0.8,1.0,0.9,0.6417756111972819,0.634831886346288,0.6410145739736949,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,0.8,1.1,1.2,0.6430312430755595,0.6348268129579897,0.6414304105198495,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,0.9,1.2,0.9,0.6380087155624492,0.6348103970102696,0.6377909361760044,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,0.9,1.35,1.1,0.6346480537705886,0.6347934197512232,0.6341662186709963,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.0,1.2,0.9,0.6402614668734766,0.6347927448630669,0.640057088265728,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,0.8,1.2,0.8,0.6331708397961445,0.6347313810628471,0.6331290144688482,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,0.9,1.35,0.9,0.6331708397961445,0.6347313810628471,0.6331290144688482,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.0,0.9,0.8,0.648460004431642,0.6347114560260956,0.6477727925238338,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,0.8,1.2,0.8,0.6332447004948667,0.6347038942281613,0.6332054469303476,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,0.9,1.35,0.9,0.6332447004948667,0.6347038942281613,0.6332054469303476,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.2,1.1,1.0,0.648460004431642,0.6346905763157585,0.6477081854380616,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.35,1.2,0.8,0.6459856710244479,0.6346821440644295,0.6458636457259301,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.35,1.2,1.1,0.6491247507201419,0.6346651022428443,0.6483549587297461,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.35,1.2,0.9,0.64639190486742,0.6346528601043481,0.6460894686841753,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,0.8,1.2,1.0,0.6347957751680331,0.6346522332574728,0.6342365635793344,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.1,1.0,0.9,0.6483492133835586,0.63465176942137,0.6476257536950477,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,0.9,1.35,0.8,0.6324691631582835,0.6346110808527449,0.6326182914421676,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.0,1.2,1.35,0.64639190486742,0.6346004817898097,0.6448534651101853,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,0.8,1.2,0.8,0.6329861880493389,0.6345816460123196,0.632936290793087,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,0.9,1.35,0.9,0.6329861880493389,0.6345816460123196,0.632936290793087,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.0,1.1,1.2,0.6476475367456976,0.6345776513001243,0.6463095816700485,XGBoost-RGC,XGBoost,RGC-StrictContext
0.4,1.1,1.35,1.2,0.6417756111972819,0.6345681976082082,0.6410523655286635,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.1,1.2,1.35,0.6491247507201419,0.6345618939399574,0.6476455564915926,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,0.9,1.35,1.1,0.634758844818672,0.6344930490748525,0.6342493410952016,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.1,1.35,1.0,0.6394120688381713,0.6344456931550725,0.6392333217011833,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.1,1.1,0.9,0.6459856710244479,0.6344403103523684,0.645469974505901,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.35,1.2,1.1,0.6487554472265308,0.6344166502388111,0.647991897084148,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,0.8,0.8,0.8,0.6496048452618362,0.6344042792567972,0.6484642574500064,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,0.9,0.9,0.9,0.6496048452618362,0.6344042792567972,0.6484642574500064,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.0,1.0,1.0,0.6496048452618362,0.6344042792567972,0.6484642574500064,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.1,1.1,1.1,0.6496048452618362,0.6344042792567972,0.6484642574500064,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.2,1.2,1.2,0.6496048452618362,0.6344042792567972,0.6484642574500064,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.35,1.35,1.35,0.6496048452618362,0.6344042792567972,0.6484642574500064,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.35,1.2,1.0,0.6478321884925031,0.6343652122395991,0.6472743264624579,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,0.9,1.1,0.8,0.6392274170913657,0.6343417188597157,0.639094660676606,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.35,1.2,1.0,0.6473890243001699,0.6343380765159595,0.6468631601730302,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,0.8,0.9,1.0,0.6473151636014477,0.6343121812792908,0.6458956045790109,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,0.9,1.0,1.1,0.6473520939508087,0.6342001444544245,0.645979953141921,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,0.9,1.0,1.1,0.6473151636014477,0.6341010357666333,0.6459140356911276,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,0.8,1.2,1.2,0.6374916906713938,0.634093002815085,0.6361925082138508,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,0.9,1.35,1.35,0.6374916906713938,0.634093002815085,0.6361925082138508,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.35,1.1,0.8,0.6465765566142255,0.6340768129942875,0.6463569327327895,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,0.9,1.35,0.8,0.6319890686165891,0.6340755986296328,0.6321686491410375,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,0.9,1.35,1.2,0.6349804269148386,0.6340413880413435,0.63419888330723,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.2,1.1,1.1,0.6500849398035305,0.6339753579147677,0.6490347724561499,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,0.8,1.1,0.8,0.6360514070463107,0.6339498878376847,0.6359083225203599,XGBoost-RGC,XGBoost,RGC-StrictContext
0.4,0.9,1.1,1.0,0.6416648201491986,0.6339384527322682,0.6408660433001119,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.0,1.35,1.0,0.6366792229854494,0.6339297941472757,0.636489005173949,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.2,1.0,0.9,0.648829307925253,0.633906310532895,0.6481236665234925,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.35,1.1,0.8,0.6462811138193367,0.6338911592426124,0.6460517858429231,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,0.8,0.9,1.0,0.6470566511559199,0.6338783665065995,0.6456244602344728,XGBoost-RGC,XGBoost,RGC-StrictContext
0.4,1.0,1.35,1.0,0.6368638747322549,0.63386611919564,0.6366483446095345,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.35,1.35,1.1,0.6453578550853091,0.6338458598072054,0.6448650038434226,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.35,1.1,0.8,0.6465765566142255,0.6338335528499757,0.6463427146167553,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,0.8,1.2,1.1,0.6350912179629219,0.6338088166137931,0.6342179393389773,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.0,1.2,1.35,0.6453947854346702,0.6337944417317722,0.6438869669097228,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,0.9,1.2,1.35,0.6430312430755595,0.6337890452718583,0.6414136416824763,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.2,1.35,1.0,0.640741561415171,0.6337650353288862,0.6405558431419184,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.2,1.0,0.9,0.6490139596720585,0.6337626075648837,0.6482900717202695,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.1,1.0,1.0,0.6500110791048084,0.6337239881760849,0.6489616673014926,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.2,1.1,1.0,0.6486815865278086,0.633702870432109,0.647845541333418,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,0.8,1.0,1.1,0.6435113376172539,0.6336818671365498,0.6420667626075929,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.2,1.0,0.8,0.6466134869635867,0.6336681787051249,0.6462091277901006,XGBoost-RGC,XGBoost,RGC-StrictContext
0.4,0.9,1.2,0.9,0.6371223871777827,0.633666789998698,0.6368719295500188,XGBoost-RGC,XGBoost,RGC-StrictContext
0.4,1.0,1.2,1.1,0.6418494718960042,0.6336634729404885,0.6410235458949743,XGBoost-RGC,XGBoost,RGC-StrictContext
0.4,0.8,1.1,0.8,0.6359406159982274,0.6336207158946011,0.6357718063054146,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.0,0.9,0.9,0.6500110791048084,0.6335842462360358,0.6489638927796366,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.2,1.1,1.1,0.6493463328163085,0.6335787856098954,0.6483252223049387,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,0.9,1.35,0.8,0.6313981830268114,0.6335732145165575,0.6315502307235709,XGBoost-RGC,XGBoost,RGC-StrictContext
0.85,1.1,1.0,1.0,0.649530984563114,0.6335698197851555,0.6485107288529538,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,0.8,1.2,1.2,0.6364207105399217,0.6335600499440802,0.635191993939786,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,0.9,1.35,1.35,0.6364207105399217,0.6335600499440802,0.635191993939786,XGBoost-RGC,XGBoost,RGC-StrictContext
0.5,1.0,1.1,0.8,0.6410370042100598,0.633546943144126,0.6408858384867194,XGBoost-RGC,XGBoost,RGC-StrictContext
1.0,1.0,1.2,1.35,0.6448777605436148,0.6335398638090616,0.643386965062737,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,0.9,0.8,0.8,0.6501957308516139,0.6334963641388458,0.6491491831881938,XGBoost-RGC,XGBoost,RGC-StrictContext
0.7,1.35,1.2,1.2,0.6501957308516139,0.6334963641388458,0.6491491831881938,XGBoost-RGC,XGBoost,RGC-StrictContext
