node_id,rgc_degree,rgc_weighted_degree,rgc_pagerank
product::63cf4d771cba1d380af927afe5895d4b,4.0,9.0,1.0073178538835524e-05
product::d5536c1422144c4fc6fe001224b21ba8,3.0,3.0,7.0673352488107715e-06
product::cf4f52b8f3c906f11d98e8866614f140,3.0,3.0,6.964190303143312e-06
product::cae7248e9bdfda82584faea19dbf793f,5.0,9.0,9.146406704277164e-06
product::58a60c7961bc8fb3a05841dc6d594658,4.0,6.0,8.309793791774409e-06
product::38ebfc282f610c4b8c8950b634db74e2,3.0,3.0,7.107066405354025e-06
product::7e31015e42f00d4170f63e2c37d55818,3.0,3.0,6.9126625250570996e-06
product::479a69148e08e997f6f13dd2f4723b6c,3.0,3.0,7.0945903553882465e-06
product::cbe2aa650a14213dce463ed56755e979,3.0,3.0,6.87788341106303e-06
product::b57469faf40b556e16b9a49308953700,4.0,6.0,8.187299263399892e-06
product::2efe79c475e4c22430aedf7eacc830ee,4.0,9.0,9.590359484705317e-06
product::e0ad25bc5c1a836e8ce38526c92491a7,5.0,9.0,9.10534583388774e-06
product::f69581741831e1dcd24e28e299ad36ff,6.0,12.0,1.0834192880424668e-05
product::4c6826f47a7d1a0e3f48b885170f4fc3,3.0,3.0,7.074457779042878e-06
product::66e2abb080c6383458347f1e6d47ed4a,3.0,3.0,6.994750215898218e-06
product::c702ae743958a81cd230189d4e72674c,5.0,6.0,7.999342711416607e-06
product::a9c7217ed9d06840852bafec1dbe2e49,3.0,3.0,7.058984351927019e-06
product::dddcb6a32cedda766f9011556aa4eebd,3.0,3.0,6.837231131351125e-06
product::d48adaf02f576324c7c0931a823025ee,3.0,3.0,6.82524489082532e-06
product::8497f1169a2edddf1a2a226f653be594,3.0,3.0,6.8660006929326396e-06
product::c048c78e247ffc5c2493a9a39e0fc5cd,3.0,3.0,6.895317385420675e-06
product::fa38bcb3a473be0c408207618946a8c1,3.0,3.0,6.883523738955586e-06
product::9bdb80cc5cad441e3818ce85c23ba172,4.0,6.0,8.329912132787886e-06
product::bdeb69e094c42de582310fffad126d77,3.0,3.0,7.03371849242442e-06
product::fa052b8f8028fd0a75b6b2671b1e1cfb,3.0,3.0,6.855204169659893e-06
product::21d8df2fdfe62af4f016be4e49e78f2b,3.0,3.0,6.924716251227007e-06
product::7de84fd574b291fd6dc71f84c8c5120c,4.0,6.0,8.033332949913228e-06
product::635da37711a6b8a8adffc07ab6a5c9b0,4.0,6.0,7.988465542262376e-06
product::f0fd7f1ed92a4c17fd392ba0a5001278,3.0,3.0,7.04247273623185e-06
product::5ccdfc35d9cff8db4fa46b83d5712899,5.0,42.0,2.4203093557340896e-05
product::48d560392eb163f1f9c3e4f032f81da8,3.0,3.0,7.014797326340383e-06
product::c9e5a053551073d27ded320bd05971b4,5.0,18.0,1.3720780584729752e-05
product::9750263daed3988ced39eeb2f1c12029,7.0,18.0,1.280396735637138e-05
product::ed5590a83212f920e325df8d11c9931c,3.0,3.0,6.9447661951363396e-06
product::cbd63fa909c967a6416090f22a76abd8,4.0,6.0,8.122186888961934e-06
product::d97a2cd1d784e47c2ff7e14b54ebb6e2,3.0,6.0,8.37793604492479e-06
product::527921e5d38d82e839ef2195d6455fc6,3.0,3.0,7.288597871240589e-06
product::4f4009c6b6d83dfe5fc98059fa4975f1,3.0,3.0,7.161058815294453e-06
product::72f2ba8b34e02757c445970388158e46,4.0,6.0,8.073136824392384e-06
product::03233a6dca60544336766af227f78f09,3.0,6.0,8.206045222694286e-06
product::bff2390f68a7b76b01ef61b684888261,6.0,12.0,1.0450244079853766e-05
product::95fe41956fa436364136624dd46415c2,3.0,3.0,6.891341012111952e-06
product::7d1af70947f3ec4618297f9dc62086bc,3.0,3.0,6.82804052040617e-06
product::380db7678ce8fd2e3c80de130bc32fbd,4.0,12.0,1.0957625065842517e-05
product::926da363bc2ff4e30e0ee93403af0a44,3.0,3.0,7.036072106303435e-06
product::32155c6d462c8ed99e97be6be884475d,3.0,3.0,6.798519364415983e-06
product::2e830c73f28d3b8542af03cf2637dfc4,7.0,24.0,1.4462683207723565e-05
product::568d3a7903cd345508734bf75e72565f,3.0,3.0,6.885120786252236e-06
product::0c66624528bd676dbe410f6f07ec32b0,3.0,3.0,6.983547562380546e-06
product::ede3a5776408c6c0b78be7f4d8dea50f,3.0,3.0,6.81090001965127e-06
product::dc84e20150e6742b653dfdd592c4bd42,3.0,3.0,6.976139735529008e-06
product::cba669f99ae8cbeae619bfc757c4e894,3.0,3.0,6.844508855192748e-06
product::d1a790e97df2101ed61553a5fc1cfe02,4.0,9.0,9.41399217046252e-06
product::b37b72d5a56f887725c2862184b8cab8,7.0,18.0,1.2847285589075186e-05
product::e33c23f84ae4675691f3254c27d583d4,4.0,6.0,8.049771626616129e-06
product::3c61c2007c26ec50365d6c385e088ca1,3.0,9.0,9.466917529176894e-06
product::430f4c8e02bd4e1fe6330c38689b54f3,4.0,12.0,1.0275641741712866e-05
product::b819ed236b82096e16417593eda54f26,3.0,3.0,7.048606021961154e-06
product::f62cbf4416c9ef8e1b4e8d5279891f24,7.0,36.0,1.8910776940440396e-05
product::97b3b8e8ed22d0ceb3b3c520e806a334,11.0,51.0,2.4506812856802734e-05
product::0f0143975760d1205a4285a4e2a1bdea,3.0,12.0,1.0456223017221025e-05
product::5cf337446524f9125e42b40abd6ccb73,4.0,9.0,9.245288550047283e-06
product::0b3f89ace3b97bec2e2d981cfd2537b3,3.0,3.0,6.854452173065872e-06
product::aadff88486740e0b0ebe2be6c09476ae,5.0,63.0,3.0083151645827002e-05
product::6981cd5a9eded40aaf36e08db9ef4a7a,3.0,3.0,6.803616863948642e-06
product::cbe91f0c23e32e2de40f57e30580dc24,4.0,6.0,8.491887197044252e-06
product::0c954b7ab8bff085742e3c01a02936b8,3.0,3.0,6.8838538685670795e-06
product::2cb21a33326f4accdb9dcbaef4a46180,3.0,3.0,7.402578301486784e-06
product::a8c6a80cff824c02863660b09d8a5502,3.0,3.0,6.828620769963592e-06
product::96a93504eed4c39c0f000d30277f9104,3.0,3.0,7.061589251996894e-06
product::26916902eb5c31bdf6ba01894c3ff7db,3.0,3.0,7.119901636002523e-06
product::fcb9824e33f82adb4fcac27ef46905b5,7.0,21.0,1.4160670592148309e-05
product::e45976e9ff4d139ed0e9bf83abeb5c80,3.0,3.0,6.854452173065872e-06
product::10335f29114548c89998eb43398f58e5,6.0,15.0,1.1446562699685553e-05
product::3a4db42aea95097b7a616b36f21d143f,7.0,27.0,1.712646453177474e-05
product::c311d5be814260032f54c7ea77fc1dbe,3.0,3.0,6.827686179806646e-06
product::b8212b3bd65a9c7070e474f1430c94de,3.0,3.0,6.945810708026526e-06
product::28fd7231afb14b368127513ae6ffe144,5.0,12.0,1.0448956419666713e-05
product::9420f15c30b82da057082b08883cdf5d,3.0,3.0,7.141498700926737e-06
product::2dfd94a67354f13a87ed35a8aac986af,3.0,3.0,6.874664290067045e-06
product::7949871b5edc894d9286c38dc369e3dc,3.0,3.0,6.966471549908548e-06
product::88794547776aa78fdd4b28bfd90c6469,3.0,3.0,6.80356757381496e-06
product::0fb1658e227645b2fe14d8ba74d48606,3.0,3.0,7.021580866548162e-06
product::0e996644bf2835621ca00f6f86c4c521,4.0,6.0,8.49085344442092e-06
product::3647983375e701c3f089068b5fc0cf98,3.0,3.0,7.066996520433029e-06
product::3880d25d502b15b1de6fddc42ad1d67a,5.0,9.0,9.639792797163835e-06
product::5fea1628f3d9680db59c20a4d80c221f,3.0,15.0,1.253096149526913e-05
product::e78bb4f98fc44ff2b94558e4358ce6b4,3.0,3.0,6.827354811068458e-06
product::4a25d757ff72fad7534f478c90be77e6,12.0,60.0,2.8748031609554563e-05
product::6bc7beedbbaefd0dc541f15678e48608,3.0,3.0,6.878650469564382e-06
product::2c5ae18918caa7b9adf593b80afb9b42,3.0,3.0,6.936504154743561e-06
product::24afa01830cde8d96507ed5a376e0b84,3.0,3.0,6.840348694691228e-06
product::e3dd947c8bcb459df421e3f41bf034c2,3.0,3.0,6.82147371681483e-06
product::30fe9c818bb5746a839886f256329d5e,4.0,6.0,8.18218410318502e-06
product::978dd538bf5e5185609b6e464ba25eae,3.0,3.0,6.838316696926666e-06
product::1d4de03a6141ce2a2ae5a97f51cabb37,8.0,33.0,1.984135495621224e-05
product::b5f15ee3cd14a7ad279b7f07aa6c8aa3,3.0,3.0,6.916398017682729e-06
product::9257d3f01cd400076c63470f92434c7e,6.0,24.0,1.5820717502231763e-05
product::2d9034164be45fea72a91641a3874c33,3.0,3.0,7.0713642983542745e-06
product::8f8d13918bd8137584fdb475d38f9f38,3.0,6.0,8.306535951222748e-06
product::a93582af341a9c4d7e8f150f68cfa595,3.0,3.0,6.902609426463386e-06
product::9bda44a359c6f3c4a011c470eaa1708c,3.0,3.0,6.903882432611972e-06
product::9fcf1f95cb545ca095c4a17491b81382,3.0,3.0,6.990520602301032e-06
product::04be6baed9b1c67197a4b2dd2f5b637c,3.0,9.0,9.418930161264134e-06
product::ba9fd74fe255c968969bb72ada6045ef,3.0,3.0,6.925765439905425e-06
product::52fd348f16b17dd9cd619bd0bec3dede,3.0,6.0,8.358542314210849e-06
product::da2d389f29f1cb7e89b1174349e40567,3.0,3.0,7.053832912236379e-06
product::b812780d29a366e40afd8d49b17b6d01,4.0,6.0,8.649541238925617e-06
product::0a4d993019c68fcc5269dada27c3db6d,3.0,3.0,7.2099360039605595e-06
product::db1154ea7d1c50d8a5939a9f7fbc3b2a,3.0,3.0,6.869954316673204e-06
product::3a33c980b62eb1ef3b8ae61b6fc6fe55,5.0,9.0,9.406748197368676e-06
product::c98e85b5ade7e2b6ebf0c0435334965f,3.0,3.0,7.0385267190006485e-06
product::31c954de261f07754040a8fa2529e95f,3.0,3.0,6.804139927136386e-06
product::788a4c7f064e9ac6d3e9900512825aa5,3.0,3.0,7.125311954206511e-06
product::8c1167a112724e01fae2f8cb6e936bda,3.0,3.0,7.089636313953955e-06
product::69d95947a8a85a44375af7c667a5d61a,3.0,3.0,7.077458536473531e-06
product::4eea8502d7c2de8da6eea6bc6243b50c,5.0,9.0,9.129273227994898e-06
product::0583170ba3f70162729f40600f8a4abf,3.0,3.0,6.954487752318627e-06
product::2ff347482b6b06c5f6291bfa94e0045d,3.0,3.0,6.906247929155641e-06
product::af144ed65466a16118af719a57053c95,4.0,12.0,1.0951864158381386e-05
product::8d437dc54645e02e40d13fb2de911c1b,3.0,3.0,6.893254188798106e-06
product::64df6c5d4c7440a043e13fa796eb4ac4,4.0,6.0,8.232510136461975e-06
product::deff454ecdd9cb013e9e13a32b1b41e8,3.0,3.0,7.038876739248524e-06
product::88a82488ded06b62a95df35c384cabfb,4.0,6.0,8.181525838049454e-06
product::4949f8037e2f24cc40f3065a13aa0660,3.0,3.0,7.075280859444582e-06
product::bbdb0183a86f02d57038f08dbea44879,4.0,6.0,8.169064594605725e-06
product::27d0fc55e3d2fe698088f2603e0a2ab6,4.0,6.0,8.452337853916903e-06
product::60184212dae4e6b0da32bf54271a8c4a,6.0,12.0,1.0245073509272214e-05
product::ae4361f806c49f85066cc8be1370c91e,4.0,6.0,9.036176744830417e-06
product::318fda70a35e94c586339fe51eafbe7d,3.0,9.0,9.387771988966503e-06
product::25f22b1819c44d895757e4799135c70c,3.0,3.0,7.053832912236379e-06
product::acd8d7f70cb01e9251e4da67e8813ffd,3.0,3.0,8.043294664790568e-06
product::1f67ce45ef6e16a7f2f56674dabd5f40,3.0,6.0,8.331349262016371e-06
product::fb18a1cb28af3e0832439bde416a3407,3.0,3.0,6.8433860518114795e-06
product::8722afd14143e0192b2abbcee6fe2873,3.0,3.0,7.053832912236379e-06
product::d2909bb1200f91eae8737b0baef36afb,3.0,3.0,6.902609426463386e-06
product::e9e425171123c1c10c30c2c7379b9544,3.0,3.0,7.098789440281561e-06
product::344e500a6d4d2085337b9e81c0b9c9de,3.0,3.0,7.1664833150505734e-06
product::1311325a082990d7e80142ca0c245fcd,3.0,3.0,7.3199965410424426e-06
product::f74ed500ab93d12ce3fbc611474d89af,4.0,9.0,9.765730827426665e-06
product::c39f112a4f0d855bd197c065cb42eba9,3.0,3.0,7.074457779042878e-06
product::0e529ceb74fce926f8cec35f6cb23986,3.0,3.0,6.795156288590695e-06
product::514a9597737e8355eb57932c4f1faf9b,3.0,3.0,7.200473737917436e-06
product::0beb5829bba86b3b5301af11bff8be6a,3.0,3.0,6.927875360148563e-06
product::198ec19b3806cc2ad217e159e4e09d58,4.0,6.0,7.94839833942148e-06
product::00f8c37377b038c9c791128d2f928111,3.0,3.0,7.001948027547417e-06
product::7facb0c1345658cbdc0850feaaae0678,3.0,3.0,6.8701911797684285e-06
product::15a9e834e89eab39d973492882c658d6,3.0,3.0,6.841742890662282e-06
product::8474d936fee23f0c45620cc2022871cc,3.0,6.0,8.208620061101861e-06
product::fe8f341b1e20d2b1135245c3400a6e53,6.0,18.0,1.4430928833621296e-05
product::292fb25ba428fb067c8b7cf3f70b58be,3.0,3.0,6.886616117366356e-06
product::e53e557d5a159f5aa2c5e995dfdf244b,17.0,435.0,0.0001684355610614169
product::ffbceea72c6f921df4bb547275b9ca14,3.0,3.0,7.152189876046727e-06
product::171f04960543d71ad6ae0cfd444b369c,3.0,3.0,6.956067374243462e-06
product::96a5ff4a6e07ebe2f09a6ee132303df3,3.0,3.0,6.976399917959857e-06
product::d02b36afa0f4b273bb31f9e54c693531,4.0,6.0,8.715299033216488e-06
product::7bd8b19e81d818bfea514af0bd111437,3.0,3.0,6.815478260889002e-06
product::fd8a63e7365ea8b19f4ba50e07a89a06,3.0,3.0,7.048676234925206e-06
product::1341fe21db99218918b57ca553968a50,5.0,6.0,9.473404960671312e-06
product::c023dc7b323cb5a452d21cd0742c9bf1,3.0,3.0,7.090552393269809e-06
product::5fcdc30ee64ffa6bcecc39887915109f,4.0,6.0,7.99747823276642e-06
product::af1adc5466b28e90f0878a07ef26d3e3,3.0,3.0,7.211402659754469e-06
product::aea8161ed6bc3b11628cd393fd03486a,4.0,9.0,9.930977003538691e-06
product::c445e66ff5aed16191fd41e4d9fcf2aa,5.0,6.0,8.38411172564372e-06
product::6d3dc397c315b4afa15c2cedda354740,3.0,3.0,6.797676006961393e-06
product::03d5bcd7db52bee20887c5034650185d,3.0,3.0,6.929038124766894e-06
product::af36c7031b0d5e172743725ecab0cebb,3.0,3.0,7.226999945801479e-06
product::32459442f3b850918e20febc47c9edfb,4.0,6.0,8.337843430003229e-06
product::aa49abfbe4f971849628bdae6a7e5efb,3.0,3.0,6.9804157280622065e-06
product::1a1607ff3b9bced214efc0a8cdfb2510,4.0,6.0,8.337843430003229e-06
product::a323784ac31c377c5ecaa26b8cb155db,3.0,3.0,6.8172671002060285e-06
product::aeaada71da15f2adff3012724f9f662b,4.0,6.0,8.165397761308e-06
product::0d95dd6703959afe6f64c7ebd49bd9e9,7.0,15.0,1.1899126413717699e-05
product::33cf505f7d94c2283766b8b1b13ef3cd,3.0,3.0,6.8829084002739455e-06
product::b74e417edb66c4c82499151729219c36,3.0,3.0,7.333397050494034e-06
product::8883cd5c3e8ce5ce6ef730ff1d2f249e,4.0,9.0,9.562400828559235e-06
product::816c0585d491ed8127cebbb3dc7c89cf,3.0,3.0,6.886422137951998e-06
product::1d7db62a21ffb4f220d3e8a05fa77e02,10.0,27.0,1.8326281571136687e-05
product::097ca319958c11c2425d2f111f860707,3.0,9.0,9.290594859348046e-06
product::cfbc837967ca671ee87f5243f2a1024d,3.0,3.0,6.893254188798106e-06
product::609fbd406d12c21df437041d36421dbb,3.0,3.0,6.931051065978648e-06
product::b969a0b5d4b1c5c7458bf16c0ad407ad,3.0,3.0,6.729427222507605e-06
product::777c0b09022d68979d7c489251a4c7a0,3.0,3.0,6.925051110635733e-06
product::ce70f38a331fdfa7ff89181756f091eb,3.0,3.0,6.968804130662302e-06
product::060ed45e8d50384910a47c9224931f56,3.0,3.0,6.789178451559528e-06
product::450dacaafbbed8ba05e3ea722ec893d9,3.0,3.0,7.088470436398535e-06
product::7d9b103535d14aebdd1024a6684ac2a6,3.0,3.0,6.7244105784641186e-06
product::32b4ca7827a47902152f92205f5cab44,3.0,3.0,7.258376390442852e-06
product::f59b09413cef2d29c4399a4216bb92a9,3.0,3.0,7.017467478949464e-06
product::6253337f05bc888dc4b35d45d1ec3a64,3.0,3.0,7.073145173039875e-06
product::cf31f1d61bc63d8a11875302f38263bc,3.0,9.0,9.166342776380352e-06
product::118c36d1c7ee6e3261fe81d58986a0a3,3.0,3.0,7.128483607951865e-06
product::188ca16451af4da0cdad2750f9973fd6,3.0,3.0,6.827354811068458e-06
product::13387d462f74993d258b62f8f85fd9b8,3.0,3.0,8.02524631376273e-06
product::57eea82fdaafa70e1bda51d338583f9b,3.0,6.0,7.92412213540829e-06
product::153d581044c5b30836c5a7d56687a735,3.0,3.0,6.9136457419376e-06
product::39377e2d331b8af5a19bc565215e3a8c,4.0,6.0,8.140515895838912e-06
product::34aec6c5358dee4e71cbaefc14935c5e,3.0,6.0,8.018996109177192e-06
product::5cc6fefdce664959965aacfa90f03163,3.0,3.0,6.8658331007699205e-06
product::3801f58e89610213b829e4b6adb9556a,3.0,3.0,7.243586324306618e-06
product::8b4fce794ecf29ba27991bca325c5e2b,3.0,3.0,6.766513724204518e-06
product::675f7d81de5e3dce0491b9b0ce921748,3.0,6.0,8.327227149428287e-06
product::da41ea3fb1d8000bd031fef2656713b4,3.0,9.0,9.668759533740382e-06
product::719b8a11c153b5a391bd4cd11f0dc273,4.0,12.0,1.1466373912308086e-05
product::b4436da747c3a53ab07ac0e71de17dcd,7.0,18.0,1.3652123018844376e-05
product::189e539d996a9b8ba4bba1a140a024a7,4.0,9.0,9.465618650460612e-06
product::a669398f595527fc03acc1ebda6b3cce,3.0,6.0,8.186085214851969e-06
product::201842e46ecc7b96047e78835d973548,4.0,9.0,9.507506564299004e-06
product::34b3d6e3e824bdbecac9611588a63459,4.0,9.0,9.60572220506412e-06
product::cbf5cf4e5d906cda4c6d91d5b7b15e8b,6.0,15.0,1.1816214987213665e-05
product::3cde861149cd37e780afa34c3122518e,3.0,3.0,6.7886570997035695e-06
product::8a15d0ee52b120e0b2bd5549434f05cc,3.0,3.0,6.9216713668866265e-06
product::eeae7f73dc4d5690cd92f81ec2abd064,3.0,3.0,6.799137793212717e-06
product::77d58496dfa2a355c62351dd1d3982bd,3.0,3.0,7.696601900200354e-06
product::fe406983ad8b9e20a5b18801f39ece27,5.0,18.0,1.335895383494765e-05
product::aece157b74fa793277ecc4e94bedf9a0,6.0,18.0,1.2881203065160889e-05
product::bf5d132b4d30a18970b8ee7798725af1,7.0,33.0,1.8836187934227124e-05
product::e5f8f7fec18736ea009f2f7334543497,4.0,9.0,9.36387260513861e-06
product::1029c7348ca63cafc3b859dec2d705d3,3.0,3.0,7.405432113305917e-06
product::f70745e4fa89a660ef5a526eca67aac1,3.0,3.0,6.876540549321244e-06
product::21e288a2a0d211749ff4b8f475b48557,3.0,3.0,7.087526393710817e-06
product::3029bed64528f136c9e636666b9a9cba,3.0,3.0,6.825642531819834e-06
product::82a7d2cffec89b8b5d9b11763055b2b7,3.0,3.0,6.927772027633815e-06
product::3c4fa3a3881df35a8f19bec369491d50,3.0,6.0,8.170097945015853e-06
product::ed8f3fdb0b900c5c123d21fbf5588072,3.0,3.0,7.014750602719815e-06
product::907539b8216ca1250e5e974b4047699d,4.0,12.0,1.0275966638506702e-05
product::f92ece990baf778926b7349c309b55f7,3.0,3.0,6.9458804923513415e-06
product::5f896a5d3a7944fc986b28d1ecfe25e6,3.0,3.0,6.833850899027915e-06
product::bec7585cabd7834bae06fc5bd3475cc9,3.0,9.0,9.135209562466804e-06
product::c90a0e0826c9e7793800fcd160620c64,3.0,3.0,7.499863518901019e-06
product::ce169d5f9421a6f21e41a7bf54d0b98e,6.0,15.0,1.1960378949916e-05
product::bd95c4b0bfc450567eef9efbb0fed500,3.0,3.0,6.839632970419145e-06
product::495dd714eb32a76c84c675fc016206f6,3.0,3.0,7.2659212239058464e-06
product::59127843f6ce173b6e22322e7f10ab82,3.0,3.0,7.1324504668025015e-06
product::ba9801d3385d4a4f778fb1cbd1318ad5,3.0,3.0,7.088416829924819e-06
product::aaac8216e02ae792b8d28c6bead83ee6,3.0,6.0,7.950508259664618e-06
product::4bdceb4d305fae441dc42d7788a57f75,3.0,3.0,6.880533537281816e-06
product::d048c384871633c66df10bc4d05e2345,3.0,3.0,7.092288647402144e-06
product::82254d93b897fde054504b15f8fe923c,3.0,3.0,7.083064077936552e-06
product::446607005fbc439a9439caed96867e26,3.0,3.0,7.057613423347789e-06
product::bf065a81717b583b62536e13b5e2576d,3.0,6.0,8.146184441382882e-06
product::8316d26952b55175c94aaaaaa4cd4a43,3.0,3.0,6.925051110635733e-06
product::b715d785d518112309c312260fd88842,4.0,6.0,8.443949782487767e-06
product::2a08020aeef8daf72e270b53c860cb71,3.0,3.0,6.95943411829865e-06
product::3d59253b36345baaf95246491607ab6e,3.0,3.0,7.139970441469873e-06
product::f7a5131ee6e422257630fe35c9b7875a,3.0,3.0,7.057597550288307e-06
product::3e78cdf699d65e94e6a716be72fb4472,3.0,3.0,6.936268420014313e-06
product::91c1df7de7a609fea82ba617a6ec2d6e,3.0,3.0,6.914757676433053e-06
product::6b0259a861d01b67ff7d9d323569e022,3.0,3.0,6.927875360148563e-06
product::304104a478e3a605db6072a22e4ee228,7.0,33.0,2.072225896251884e-05
product::9d6cac0b462fda440c3c262abd8228a6,3.0,3.0,7.110154422384766e-06
product::08401f48b67a852d06105725c3013eff,7.0,24.0,1.554242851364923e-05
product::f194a56fe15513535bd5b51e2f7086c3,3.0,3.0,6.844665637316121e-06
product::359b8de33f4e2b77eac2667fabfd2122,3.0,3.0,6.850616121962301e-06
product::7ff398be53b9d0ce7eb2b2e934696b15,3.0,3.0,6.80851776389662e-06
product::a055e7613e88b48f2d724981fae9d2d4,3.0,3.0,6.865207257780761e-06
product::bb5d4ec6e4443ba8589bb940d5b2945f,3.0,3.0,7.335037720145667e-06
product::be7e1eebdec8d6a9842ebf1c2c2c3dac,4.0,6.0,8.108488263087741e-06
product::1a0910c102a7df46a8d1ffe68b2c3d2e,3.0,3.0,7.015318149236835e-06
product::8a3cc0bbd52a7985b211643c48ceff4d,4.0,6.0,8.11456923485737e-06
product::6bc53d46b55a38602aad862a37153ea6,3.0,3.0,6.922688053560444e-06
product::6fd29b4c024c598e9339e67a7469be43,3.0,3.0,6.94912932207863e-06
product::79e95411be04d7f2382be6cca1779ae7,3.0,6.0,8.224957551286577e-06
product::68841da6fdd03f059359823165da9444,3.0,3.0,6.861263962830223e-06
product::b5adf7b72a7eb667aafd446581c35f3f,6.0,9.0,9.193388652611608e-06
product::8273821fd2a32fbbc77ad8b743b2a1b9,3.0,6.0,8.30879910531821e-06
product::ed3f40dab41c0bd6f688e3e3f846b893,3.0,3.0,7.072519551646637e-06
product::ff415a8a6bfbaf8244f4ee0c7c30d905,3.0,3.0,7.072519551646637e-06
product::9e65557e7ad596213400fc446f760f47,3.0,3.0,7.07146187780406e-06
product::5e6cea9c30c88f6ddeab0dfd17b5c7a7,3.0,3.0,6.811836373696183e-06
product::7b122b9b1822b5e4241a7b06e0a7f4cb,3.0,3.0,6.873904045334825e-06
product::36fc6e3cc37a14037506dde26d4e8655,3.0,3.0,6.722347381841548e-06
product::f2e2678188e0f3bc983dd3935f69b746,3.0,3.0,7.092527158765676e-06
product::348f3e919406e3bbdd723015432b3e1a,3.0,3.0,6.86391994878367e-06
product::0d005a9c5ad693235416c40d4fc52e22,3.0,3.0,7.058984351927019e-06
product::cfc4861ae14c9e9e7679355f863c18d4,6.0,15.0,1.3103015250879769e-05
product::82bbea2a39c7d1745ad49a2479460e75,3.0,3.0,6.891441862922114e-06
product::fdbf9f9491572857107621c9e0c5d59c,3.0,9.0,9.157462570511026e-06
product::d04e48982547095af81c231c3d581cb6,8.0,45.0,2.356181612183796e-05
product::10aa0f6833300990dff6f6763cc7ff8a,3.0,3.0,6.821124467777922e-06
product::dd8ca29b3cd0a856ebeef8ff057c1659,4.0,6.0,8.473060830571183e-06
product::1226cd37bd51c6407009e8fe54f1cf29,3.0,3.0,6.883554635440748e-06
product::1b363f393faf61f11af873b840645eb9,6.0,15.0,1.1436699687629103e-05
product::ccc4bd1600ccbb62e417409efc8301c2,4.0,9.0,9.088293307213026e-06
product::2a7841348f24a00ee83641784f88f9b4,5.0,9.0,1.0138480392978147e-05
product::af5da61d100eab89aeb416514f688161,3.0,3.0,6.861568062571811e-06
product::2b24cfb25ee90eaa2ebc34844fba07b9,3.0,3.0,7.0924120786265046e-06
product::87716aafd7c6269cddb3403f85e4102e,4.0,6.0,8.077675783362992e-06
product::c91fd1bf3e75d3b29370483ffda5eee0,3.0,3.0,6.783023344273961e-06
product::ced87016b816472a7e668e311d127ae0,3.0,3.0,7.016587935019087e-06
product::6ddc95e87149457c4c5177b0a474a9ba,3.0,3.0,7.035801449663101e-06
product::809ab2033b8267fc321860bf0d4dbb11,3.0,3.0,7.035801449663101e-06
product::c59f580bd1844c1f634ce410bda0a6ea,4.0,6.0,8.455836316651692e-06
product::8f87e8e0a393ebf8373a52dc1b27c5fc,3.0,3.0,6.765613929594916e-06
product::f6fe7aa38a197e6e9c4f000f1d44b24e,3.0,3.0,7.0770866799461324e-06
product::d3a1e0ce5009f1a816a6ba558908fdf0,3.0,3.0,6.962388008671041e-06
product::ab330e1b64fde92d3b4d4d6980a38576,7.0,27.0,1.6775044726252207e-05
product::c7d729c7966df13084efeade5576dfef,3.0,3.0,7.269319492078205e-06
product::e51071c4622d7a15494656e912c8d55b,3.0,3.0,7.054773944024983e-06
product::b0e635fac3add17a617e868e78dcaf62,3.0,3.0,6.924538664555228e-06
product::64123627d4116a2bc8284f1bc0a257f3,3.0,3.0,7.050708423385842e-06
product::826f5b971a308b08c7596b03ae80246f,4.0,9.0,9.621912293488422e-06
product::42e3fe954b8179e5a4fb431d40662419,3.0,3.0,7.017450486775113e-06
product::6f9f3f69c27aaeaac0cc6bc4d431f3e8,3.0,3.0,6.905945629234541e-06
product::9ec6b6619704c31e3fb6d15dbe229fba,3.0,3.0,6.92987292853818e-06
product::3150c2690393e7ea7c2b3acf2479ec8c,3.0,3.0,6.980417357927268e-06
product::38481079a1b7b615e150e2dc4d257bd7,3.0,3.0,6.842732178373696e-06
product::aef5dacb8cffba210a6e307dd01e4923,3.0,3.0,6.796962109092245e-06
product::e62b2ce29dae5ba4170e4c5cb5d57e58,3.0,3.0,6.866134623785273e-06
product::85b2e22dc10456c8ce7b81f78ba8624b,3.0,6.0,7.94933824572731e-06
product::0721efe2bcae3223969332d77f0182bc,4.0,9.0,9.277140250726781e-06
product::f3ae4b9a1e86b6295ee5b21dd0943692,3.0,3.0,6.883554635440748e-06
product::2dcff90bd6ccaf271aeed159a91f2958,3.0,3.0,6.869800122168299e-06
product::37244e10d8b612acfba950f0ef0be093,3.0,3.0,7.102973261768053e-06
product::37246960437c4a40a03c40f0ea2e957c,4.0,18.0,1.2602770953616687e-05
product::016711f78a6a87696645db0a6a834826,5.0,27.0,1.6981316302777202e-05
product::bb5719addb75c18148e1b6aa91e3793f,3.0,3.0,6.863373883073361e-06
product::4e5649d10a8a7453bb3957caf1cdebf4,3.0,3.0,7.32197502487504e-06
product::5d686bbd116b2de2ea1a4e1056501240,4.0,6.0,8.148948657933696e-06
product::736ed89df6a505a0bc3136d2402cc0b1,3.0,3.0,6.845200426110793e-06
product::9a9a9db03d984059e843b4f3cb5688d0,3.0,3.0,6.881491438818178e-06
product::245934f7e4cec1769f1b1107fc8b1500,3.0,3.0,6.933356943381081e-06
product::01af6a4592d74b6d41ceeede0bd8b417,3.0,3.0,6.98890759996875e-06
